date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-09-27,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,26427.0,4.46,168.66,0.0163,-592.0,-0.1,-0.12,-0.67,-0.004,0.0124,Sell
2021-09-27,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,17489.0,3.66,209.43,0.0134,-539.0,-0.11,-0.12,-0.24,-0.0011,0.0075,Sell
2021-09-27,IZRL,DREYFUS GOVT CASH MAN INS,,1114715.66,1.11,1.0,0.0041,59076.52,0.06,0.06,0.0,0.0,0.1081,Buy
2021-09-27,IZRL,E & M COMPUTING,EMCO,609717.0,3.54,5.81,0.013,-18854.0,-0.11,-0.11,0.0,0.0,0.0078,Sell
2021-09-27,IZRL,ELBIT SYSTEMS LTD,ESLT,27990.0,4.11,146.79,0.0151,-858.0,-0.13,-0.04,2.97,0.0207,0.0342,Sell
2021-09-27,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,68460.0,3.47,50.75,0.0127,-2112.0,-0.11,-0.31,-2.87,-0.0535,-0.0522,Sell
2021-09-27,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,461691.0,5.13,11.12,0.0188,-10384.0,-0.12,-0.25,-0.29,-0.0254,-0.0105,Sell
2021-09-27,IZRL,ENTERA BIO LTD,ENTX,688815.0,3.31,4.81,0.0121,-15496.0,-0.07,-0.16,-0.12,-0.0243,-0.0163,Sell
2021-09-27,IZRL,EVOGENE LTD,EVGN,1112005.0,3.3,2.96,0.0121,-34397.0,-0.1,-0.42,-0.28,-0.0864,-0.0763,Sell
2021-09-27,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,37565.0,3.52,93.81,0.0129,-1155.0,-0.11,-0.01,2.42,0.0265,0.032,Sell
2021-09-27,IZRL,FIVERR INTERNATIONAL LTD,FVRR,17029.0,3.46,202.98,0.0127,-376.0,-0.08,0.28,20.53,0.1125,0.1339,Sell
2021-09-27,IZRL,GAMIDA CELL LTD,GMDA,628978.0,2.54,4.04,0.0093,-14147.0,-0.06,-0.29,-0.36,-0.0818,-0.07,Sell
2021-09-27,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,387542.0,3.59,9.27,0.0132,-8712.0,-0.08,-0.24,-0.39,-0.0404,-0.0222,Sell
2021-09-27,IZRL,HILAN LTD,HLAN,69222.0,3.94,56.95,0.0145,-2134.0,-0.12,-0.15,-0.35,-0.0061,0.0069,Sell
2021-09-27,IZRL,ICECURE MEDICAL LTD,ICCM,315871.87,2.95,9.33,0.0108,-9768.0,-0.09,-0.2,-0.34,-0.0352,-0.027,Sell
2021-09-27,IZRL,INMODE LTD,INMD,34841.0,6.15,176.48,0.0225,-776.0,-0.14,1.31,40.75,0.3002,0.3158,Sell
2021-09-27,IZRL,INNOVIZ TECHNOLOGIES LTD,INVZ UR,355816.0,2.15,6.04,0.0079,-8000.0,-0.05,-0.33,-0.78,-0.1144,-0.1023,Sell
2021-09-27,IZRL,INTERCURE LTD,INCR,290116.15,2.15,7.41,0.0079,-8965.0,-0.07,-0.02,0.14,0.0193,0.026,Sell
2021-09-27,IZRL,ITURAN LOCATION AND CONTROL,ITRN,145788.0,3.81,26.12,0.014,-3280.0,-0.09,-0.11,-0.19,-0.0072,0.0145,Sell
2021-09-27,IZRL,JFROG LTD,FROG,81762.0,2.89,35.34,0.0106,-1832.0,-0.06,-0.36,-3.55,-0.0913,-0.0783,Sell
2021-09-27,IZRL,KAMADA LTD,KMDA,653046.0,3.48,5.32,0.0127,-20196.0,-0.11,-0.1,0.01,0.0019,0.0079,Sell
2021-09-27,IZRL,KORNIT DIGITAL LTD,KRNT,30936.0,4.98,160.91,0.0183,-688.0,-0.11,0.71,26.06,0.1933,0.22,Sell
2021-09-27,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,212894.0,4.42,20.76,0.0162,-6578.0,-0.14,-0.11,0.12,0.0058,0.0125,Sell
2021-09-27,IZRL,MALAM - TEAM LTD,MLTM,114388.0,3.8,33.24,0.0139,-3531.0,-0.12,-0.1,0.18,0.0054,0.0072,Sell
2021-09-27,IZRL,MATRIX IT LTD,MTRX,141164.0,3.86,27.36,0.0142,-4367.0,-0.12,-0.13,-0.09,-0.0033,0.0071,Sell
2021-09-27,IZRL,MEDIWOUND LTD,MDWD,771383.0,2.69,3.49,0.0099,-17352.0,-0.06,-0.4,-0.43,-0.1097,-0.0917,Sell
2021-09-27,IZRL,MONDAY.COM LTD,MNDY,17080.0,6.27,366.99,0.023,-384.0,-0.14,-0.38,-13.62,-0.0358,-0.0213,Sell
2021-09-27,IZRL,NANO DIMENSION LTD - ADR,NNDM,546185.0,3.26,5.97,0.012,-12288.0,-0.07,-0.29,-0.38,-0.0598,-0.04,Sell
2021-09-27,IZRL,NANO-X IMAGING LTD,NNOX,124663.0,3.02,24.26,0.0111,-2800.0,-0.07,-0.07,0.01,0.0004,0.0183,Sell
2021-09-27,IZRL,NAYAX LTD,NYAX,1233414.0,4.44,3.6,0.0163,-38148.0,-0.14,0.29,0.34,0.1043,0.1164,Sell
2021-09-27,IZRL,NICE LTD - SPON ADR,NICE,14034.0,4.08,290.68,0.015,-312.0,-0.09,-0.14,-3.75,-0.0127,0.0067,Sell
2021-09-27,IZRL,NOVA LTD,NVMI,38038.0,4.17,109.62,0.0153,-848.0,-0.09,0.16,6.4,0.062,0.0775,Sell
2021-09-27,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,240156.0,4.0,16.67,0.0147,-7425.0,-0.12,0.05,0.72,0.0451,0.0576,Sell
2021-09-27,IZRL,PARTNER COMMUNICATIONS CO,PTNR,848271.0,3.71,4.38,0.0136,-26235.0,-0.11,-0.05,0.08,0.0186,0.0226,Sell
2021-09-27,IZRL,PERION NETWORK LTD,PERI,198483.0,3.76,18.92,0.0138,-4464.0,-0.08,-0.42,-1.63,-0.0793,-0.0612,Sell
2021-09-27,IZRL,PHINERGY LTD,PNRG,931375.0,2.19,2.35,0.008,-28809.0,-0.07,-0.51,-0.46,-0.1637,-0.1579,Sell
2021-09-27,IZRL,PLASSON INDUSTRIES LTD,PLSN,69949.0,5.05,72.17,0.0185,-2156.0,-0.16,-0.32,-2.22,-0.0298,-0.0212,Sell
2021-09-27,IZRL,PLAYTIKA HOLDING CORP,PLTK,156826.0,4.07,25.94,0.0149,-3528.0,-0.09,-0.48,-2.45,-0.0863,-0.0745,Sell
2021-09-27,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,933233.0,2.64,2.83,0.0097,-20992.0,-0.06,-0.26,-0.21,-0.0691,-0.049,Sell
2021-09-27,IZRL,POLYPID LTD,PYPD,475422.0,3.82,8.04,0.014,-10696.0,-0.09,-0.15,-0.14,-0.0171,0.0,Sell
2021-09-27,IZRL,PRIORTECH LTD,PRTC,138811.0,4.59,33.05,0.0168,-4290.0,-0.14,0.44,4.03,0.1389,0.1429,Sell
2021-09-27,IZRL,PURPLE BIOTECH LTD-ADR,PPBT,742280.0,3.56,4.79,0.013,-16696.0,-0.08,-0.16,-0.1,-0.0204,-0.0076,Sell
2021-09-27,IZRL,RADA ELECTRONIC INDS LTD,RADA,298137.0,3.17,10.64,0.0116,-6704.0,-0.07,-0.28,-0.68,-0.0601,-0.0492,Sell
2021-09-27,IZRL,RADWARE LTD,RDWR,116811.0,4.2,35.96,0.0154,-2624.0,-0.09,-0.08,0.11,0.0031,0.0199,Sell
2021-09-27,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,19294.0,0.1,4.99,0.0004,-432.0,-0.0,-0.09,-4.56,-0.4775,-0.4286,Sell
2021-09-27,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,141404.0,4.2,29.69,0.0154,-3176.0,-0.09,0.16,1.74,0.0623,0.0769,Sell
2021-09-27,IZRL,SILICOM LTD,SILC,87419.0,3.77,43.08,0.0138,-1960.0,-0.08,-0.17,-0.99,-0.0225,-0.0072,Sell
2021-09-27,IZRL,SIMILARWEB LTD,SMWB,157035.0,3.32,21.16,0.0122,-3528.0,-0.07,-0.06,0.12,0.0057,0.0252,Sell
2021-09-27,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,14811.0,4.08,275.36,0.015,-328.0,-0.09,-0.14,-3.47,-0.0124,0.0067,Sell
2021-09-27,IZRL,STRATASYS LTD,SSYS,130305.0,2.91,22.3,0.0107,-2928.0,-0.07,-0.26,-1.44,-0.0607,-0.0446,Sell
2021-09-27,IZRL,TARO PHARMACEUTICAL INDUS,TARO,51602.0,3.3,63.99,0.0121,-1160.0,-0.07,-0.42,-6.61,-0.0936,-0.0763,Sell
2021-09-27,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,407431.0,3.65,8.95,0.0134,-9160.0,-0.08,-0.29,-0.5,-0.0529,-0.036,Sell
2021-09-27,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,134710.0,4.37,32.41,0.016,-3024.0,-0.1,0.35,3.27,0.1122,0.1268,Sell
2021-09-27,IZRL,TUFIN SOFTWARE TECHNOLOGIES,TUFN,347203.0,3.74,10.76,0.0137,-7808.0,-0.08,-0.19,-0.29,-0.0262,-0.0072,Sell
2021-09-27,IZRL,UROGEN PHARMA LTD,URGN UQ,246241.0,4.17,16.95,0.0153,-5536.0,-0.09,-0.12,-0.1,-0.0059,0.0132,Sell
2021-09-27,IZRL,VASCULAR BIOGENICS LTD,VBLT,1405313.0,2.95,2.1,0.0108,-31616.0,-0.07,-0.58,-0.36,-0.1463,-0.136,Sell
2021-09-27,IZRL,WALKME LTD,WKME,119341.0,3.63,30.38,0.0133,-2680.0,-0.08,0.1,1.5,0.0519,0.0726,Sell
2021-09-27,IZRL,WIX.COM LTD,WIX,12479.0,2.58,206.89,0.0095,-280.0,-0.06,-0.36,-23.44,-0.1018,-0.0865,Sell
2021-09-27,IZRL,ISRAELI SHEKEL,,0.0,0.0,,0.0,63794.17,,-0.02,,,,Exit
