date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-09-27,PRNT,GENERAL ELECTRIC CO,GE,57161.0,5.93,103.8,0.0119,-432.0,-0.04,-0.02,0.51,0.0049,0.0721,Sell
2021-09-27,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5290.0,0.49,92.89,0.001,-38.0,-0.0,-0.02,-3.25,-0.0338,0.0,Sell
2021-09-27,PRNT,HEXAGON AB-B SHS,HEXAB S,400873.0,6.63,16.54,0.0133,-3028.0,-0.05,-0.41,-0.89,-0.0511,0.0153,Sell
2021-09-27,PRNT,HEXCEL CORP,HXL,9357.0,0.56,60.07,0.0011,-70.0,-0.0,0.03,3.8,0.0675,0.1,Sell
2021-09-27,PRNT,HP INC,HPQ,666849.0,18.6,27.89,0.0374,-5040.0,-0.14,-0.65,-0.76,-0.0265,0.0389,Sell
2021-09-27,PRNT,KAISER ALUMINUM CORP,KALU,49722.0,5.43,109.29,0.0109,-374.0,-0.04,-0.81,-15.4,-0.1235,-0.0684,Sell
2021-09-27,PRNT,KONINKLIJKE DSM NV,DSM,2859.0,0.61,212.65,0.0012,-20.0,-0.0,-0.0,1.12,0.0053,0.0909,Sell
2021-09-27,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,43098.0,5.74,133.15,0.0115,-324.0,-0.04,-0.08,-0.91,-0.0068,0.055,Sell
2021-09-27,PRNT,MATERIALISE NV-ADR,MTLS,809170.0,17.48,21.6,0.0352,-6114.0,-0.13,-2.68,-3.13,-0.1266,-0.0663,Sell
2021-09-27,PRNT,MICHELIN (CGDE),ML,35908.0,5.61,156.36,0.0113,-270.0,-0.04,-0.31,-7.28,-0.0445,0.018,Sell
2021-09-27,PRNT,MICROSOFT CORP,MSFT,64706.0,19.37,299.35,0.039,-488.0,-0.15,-0.2,-0.83,-0.0028,0.0656,Sell
2021-09-27,PRNT,MOOG INC-CLASS A,MOG/A,72383.0,5.56,76.88,0.0112,-546.0,-0.04,-0.12,-1.1,-0.0141,0.0566,Sell
2021-09-27,PRNT,NANO DIMENSION LTD - ADR,NNDM,2817995.0,16.82,5.97,0.0338,-21298.0,-0.13,-1.21,-0.38,-0.0598,0.003,Sell
2021-09-27,PRNT,OC OERLIKON CORP AG-REG,OERL,514465.0,5.89,11.46,0.0119,-3888.0,-0.04,-0.27,-0.43,-0.0362,0.0348,Sell
2021-09-27,PRNT,PROTO LABS INC,PRLB,221389.0,15.85,71.58,0.0319,-1672.0,-0.12,-1.31,-5.34,-0.0694,-0.0031,Sell
2021-09-27,PRNT,PTC INC,PTC,130154.0,16.08,123.52,0.0323,-982.0,-0.12,-0.94,-6.25,-0.0482,0.0157,Sell
2021-09-27,PRNT,PYROGENESIS CANADA INC,PYR,120015.0,0.48,3.98,0.001,-800.0,-0.0,-0.02,-0.18,-0.0433,0.1111,Sell
2021-09-27,PRNT,RENISHAW PLC,RSW,275424.0,19.9,72.25,0.04,-2080.0,-0.15,-0.83,-2.45,-0.0328,0.0336,Sell
2021-09-27,PRNT,SANDVIK AB,SAND,20310.0,0.49,24.13,0.001,-152.0,-0.0,-0.05,-2.23,-0.0846,0.0,Sell
2021-09-27,PRNT,SGL CARBON SE,SGL,49426.0,0.55,11.2,0.0011,-372.0,-0.0,-0.04,-0.71,-0.0596,0.0,Sell
2021-09-27,PRNT,SIEMENS AG-REG,SIE,36742.0,6.37,173.36,0.0128,-276.0,-0.05,-0.03,0.39,0.0023,0.0667,Sell
2021-09-27,PRNT,SLM SOLUTIONS GROUP AG,AM3D,923789.0,20.33,22.0,0.0409,-6982.0,-0.15,-3.59,-3.69,-0.1436,-0.085,Sell
2021-09-27,PRNT,STRATASYS LTD,SSYS,633749.0,14.13,22.3,0.0284,-4788.0,-0.11,-1.03,-1.44,-0.0607,0.0035,Sell
2021-09-27,PRNT,STRAUMANN HOLDING AG-REG,STMN,10868.0,21.94,2018.59,0.0441,-82.0,-0.17,0.45,56.31,0.0287,0.0998,Sell
2021-09-27,PRNT,TORAY INDUSTRIES INC,3402,84799.0,0.56,6.56,0.0011,-600.0,-0.0,-0.03,-0.33,-0.0479,0.0,Sell
2021-09-27,PRNT,TRIMBLE INC,TRMB,225112.0,19.74,87.7,0.0397,-1700.0,-0.15,-1.71,-6.88,-0.0727,-0.01,Sell
2021-09-27,PRNT,UNITED PARCEL SERVICE-CL B,UPS,27427.0,5.16,188.02,0.0104,-206.0,-0.04,-0.25,-7.54,-0.0386,0.0297,Sell
2021-09-27,PRNT,VOESTALPINE AG,VOE,12951.0,0.5,38.24,0.001,-96.0,-0.0,-0.09,-6.42,-0.1438,-0.0909,Sell
2021-09-27,PRNT,XEROX HOLDINGS CORP,XRX,23082.0,0.48,20.77,0.001,-174.0,-0.0,-0.03,-1.0,-0.0459,0.1111,Sell
2021-09-27,PRNT,XOMETRY INC-A,XMTR,247492.0,14.45,58.37,0.0291,47730.0,2.79,0.03,-13.79,-0.1911,0.0818,Buy
2021-09-27,PRNT,EURO,,0.0,0.0,,0.0,170383.11,,-0.2,,,,Exit
2021-09-27,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,0.0,0.0,,0.0,79363.0,,-3.38,,,,Exit
